ID;Correct_Word;Error_Word;Damerau-Lenventein_Distance;Correct_Word_Freq;Error_Word_ Freq;Correct_Word_Lenght;Error_Word_Lenght;Error_postion;Syllable_Error_position;Correct-word-syllables;correct_syllable;Error_Type;Real_World_Error;First-Letter;Last-Letter;Correct_Letter;Error_Letter;Mirror_correct_letter;Mirror_error_letter;Rotation_correct_letter;Rotation_error_letter;Fuzzy_correct_letters;Fuzzy_error_letter;Error_Phonetic_Feature;;;;;;;;;;;;;;;;;;;;;
551;sieht;sit;2;109.000.000;18.300.000;5;3;"3;4";1;1;-;multierror;NO;NO;NO;"e;h";-;"N;N";N;"N;Y";N;"N;Y";N;-;;;;;;;;;;;;;;;;;;;;;
552;sieht;siht;1;109.000.000;139;5;4;3;1;1;CCVC;omission;NO;NO;NO;e;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
553;sieht;siet;1;109.000.000;277;5;4;4;1;1;CCVC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;lengthening;;;;;;;;;;;;;;;;;;;;;
554;nicht;nich;1;1.270.000.000;20.000.000;5;4;5;1;1;CVCCC;omission;NO;NO;YES;t;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
555;h_rt;hort;1;42.300.000;11.800.000;4;4;2;1;1;CVCC;substitution;NO;NO;NO;_;o;N;N;N;N;Y;Y;-;;;;;;;;;;;;;;;;;;;;;
556;prôgeln;Brôgelln;2;545;5;7;8;-;"1;2";"1;2";"CVC;CVCC";multierror;NO;YES;NO;p;"B;l";Y;"N;N";Y;"N;N";Y;"N;N";-;;;;;;;;;;;;;;;;;;;;;
557;prôgeln;Brôgeln;1;545;3.88;7;7;1;1;1;CCV;no_capital_letter;NO;YES;NO;p;P;Y;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
558;prôgeln;brôgeln;1;545;3.88;7;7;1;1;1;CCV;substitution;NO;YES;NO;p;b;Y;Y;Y;Y;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
559;prôgeln;prôgelln;1;545;184;7;8;6;2;2;CCV;addition;NO;NO;NO;-;l;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
560;Bescheid;bescheit;2;14.400.000;88.4;8;8;"1;8";"1;2";"1;2";"CV;CCCVVC";multierror;NO;YES;YES;"B;d";"b;t";"N;Y";"Y;N";"N;Y";"Y;N";"N;Y";"Y;N";-;;;;;;;;;;;;;;;;;;;;;
561;Bescheid;bescheid;1;14.400.000;14.400.000;8;8;1;1;1;CV;capital_letter;NO;YES;NO;B;b;N;Y;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
562;Bescheid;Bescheit;1;14.400.000;88.4;8;8;8;2;2;CCCVVC;substitution;NO;NO;YES;d;t;Y;N;Y;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
563;Fahrg_ste;fahrgeste;2;2.390.000;331;9;9;"1;6";"1;2";"1;2";"CVCC;CVCCV";multierror;NO;YES;NO;"F;_";"f;_";"N;N";"N;N";"N;N";"N;N";"N;Y";"N;Y";-;;;;;;;;;;;;;;;;;;;;;
564;Fahrg_ste;fahrg_ste;1;2.390.000;2.390.000;9;9;1;1;1;CVCC;capital_letter;NO;YES;NO;F;f;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
565;Fahrg_ste;Fahrgeste;1;2.390.000;331;9;9;6;2;2;CVCCV;substitution;NO;NO;NO;_;e;N;N;N;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
566;brôllte;brôlte;1;409;1.55;7;6;4;1;1;CCVC;omission;NO;NO;NO;l;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
567;fragte;frgte;1;37.400.000;4.83;6;5;3;1;1;CCV;omission;NO;NO;NO;a;-;N;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
568;stellte;schdellte;3;25.300.000;10;7;9;-;-;-;-;multierror;NO;NO;NO;t;"c;h;d";N;"N;N;Y";N;"N;Y;Y";N;"N;Y;Y";-;;;;;;;;;;;;;;;;;;;;;
569;stellte;sctellte;1;25.300.000;6;7;8;2;1;1;CCVC;addition;NO;NO;NO;-;c;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
570;stellte;shtellte;1;25.300.000;3;7;8;2;1;1;CCVC;addition;NO;NO;NO;-;h;N;N;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
571;Zorn;zorn;1;12.400.000;12.400.000;4;4;1;1;1;CVCC;capital_letter;NO;YES;NO;Z;z ;N;"N;N";N;"N;N";N;"N;N";-;;;;;;;;;;;;;;;;;;;;;
572;G_ttervater;G_tervater;1;67.2;96;11;10;3;1;1;CVC;omission;NO;NO;NO;t;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
573;durchgefôhrt;durchgefôrt;1;28.200.000;24.2;12;11;10;3;3;CVCCC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;lengthening;;;;;;;;;;;;;;;;;;;;;
574;Zeit;zeit;1;425.000.000;425.000.000;4;4;1;1;1;CVVC;capital_letter;NO;YES;NO;Z;z ;N;"N;N";N;"N;N";N;"N;N";-;;;;;;;;;;;;;;;;;;;;;
575;allgemeiner;Algemeiner;2;11.300.000;66.4;11;10;"1;2";1;1;CVV;multierror;NO;YES;NO;"a;l";"A;l";"N;N";"N;N";"N;N";"N;N";"Y;N";"N;N";-;;;;;;;;;;;;;;;;;;;;;
576;allgemeiner;Allgemeiner;1;11.300.000;11.300.000;11;11;1;1;1;CVV;no_capital_letter;NO;YES;NO;a;A;N;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
577;allgemeiner;algemeiner;1;11.300.000;66.4;11;10;3;1;1;CVV;omission;NO;NO;NO;l;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
578;ganz;Ganz;1;403.000.000;403.000.000;4;4;1;1;1;CVCC;no_capital_letter;NO;YES;NO;g;G;N;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
579;teilnehmen;teilnemen;1;18.800.000;4.96;10;9;7;2;2;CVC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
580;freie;Freie;1;65.000.000;65.000.000;5;5;1;1;1;CCVVV;no_capital_letter;YES;YES;NO;f;F;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
581;Teilnahme;Teilname;1;25.900.000;81.7;9;8;7;2;2;CVC;omission;YES;NO;YES;h;-;N;N;Y;N;Y;N;lengthening;;;;;;;;;;;;;;;;;;;;;
582;Teilnehmer;teilnemer;2;25.900.000;11.7;10;9;"1;7";"1;2";"1;2";"CVVC;CVC";multierror;NO;YES;NO;"T;h";"t;h";"N;N";"N;N";"N;Y";"N;Y";"N;Y";"N;Y";-;;;;;;;;;;;;;;;;;;;;;
583;Teilnehmer;teilnehmer;1;25.900.000;25.900.000;10;10;1;1;1;CVVC;capital_letter;NO;YES;NO;T;t;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
584;Teilnehmer;Teilnemer;1;25.900.000;11.7;10;9;7;2;2;CVC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;lengthening;;;;;;;;;;;;;;;;;;;;;
585;galt;gald;1;35.900.000;139;4;4;4;1;1;CVCC;substitution;NO;NO;YES;t;d;N;Y;N;Y;N;Y;derivation;;;;;;;;;;;;;;;;;;;;;
586;Ehre;ehre;1;18.100.000;18.100.000;4;4;1;1;1;VCCV;capital_letter;NO;YES;NO;E;e;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
587;vertrat;Vertrat;1;528;528;7;7;1;1;1;CVC;no_capital_letter;NO;YES;NO;v;V;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
588;trainiert;Trainiert;1;1.580.000;1.580.000;9;9;1;1;1;CCVV;no_capital_letter;NO;YES;NO;t;T;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
589;Zuschauer;zuschauer;1;20.700.000;20.700.000;9;9;1;1;1;CV;capital_letter;NO;YES;NO;Z;z;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
590;hervorging;Herforging;2;450;77;10;10;"1;4";"1;2";"1;2";"CVC;CVC";multierror;NO;YES;NO;"h;v";"H;f";"N;Y";"Y;N";"Y;N";"Y;N";"Y;Y";"N;N";-;;;;;;;;;;;;;;;;;;;;;
591;hervorging;Hervorging;1;450;450;10;10;1;1;1;CVC;capital_letter;NO;YES;NO;h;H;N;Y;Y;Y;Y;N;-;;;;;;;;;;;;;;;;;;;;;
592;hervorging;herforging;1;450;77;10;10;4;2;2;CVC;substitution;NO;NO;NO;v;f;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
593;ging;gihn;2;88.500.000;9.35;4;4;-;-;-;CVCC;multierror;NO;NO;YES;g;h;N;N;Y;Y;Y;Y;-;;;;;;;;;;;;;;;;;;;;;
594;ging;gihng;1;88.500.000;581;4;5;3;1;1;CVCC;addition;NO;NO;NO;-;h;N;N;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
595;ging;gin;1;88.500.000;7.470.000;4;3;4;1;1;CVCC;omission;NO;NO;YES;g;-;N;N;Y;N;Y;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
596;heimkehrten;Heimkehrten;1;31.6;31.6;11;11;1;1;1;CVVC;no_capital_letter;NO;YES;NO;h;H;N;Y;Y;Y;Y;N;-;;;;;;;;;;;;;;;;;;;;;
597;Beweis;beweis;1;14.800.000;14.800.000;6;6;1;1;1;CV;capital_letter;NO;YES;NO;B;b;N;Y;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
598;atmen;Atmen;1;5.310.000;5.310.000;5;5;1;1;1;VC;no_capital_letter;YES;YES;NO;a;A;N;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
599;m_chtige;M_chtige;1;3.470.000;3.470.000;8;8;1;1;1;CVCC;no_capital_letter;YES;YES;NO;m;M;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
600;Auftrag;auftrag;1;33.100.000;33.100.000;7;7;1;1;1;VVC;capital_letter;NO;YES;NO;A;a;N;N;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
601;Sôssigkeiten;Sôsigkeiten;1;518;12;12;11;3;1;1;CVC;omission;NO;NO;NO;s;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
602;Sachen;sachen;1;67.200.000;67.200.000;6;6;1;1;1;CV;capital_letter;NO;YES;NO;S;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
603;kriegte;krigte;1;269;5.11;7;6;4;1;1;CCVV;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
604;teilen;Teilen;1;148.000.000;148.000.000;6;6;1;1;1;CVVC;no_capital_letter;YES;YES;NO;t;T;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
605;nahm;nam;1;30.900.000;13.700.000;4;3;3;1;1;CVCC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;lengthening;;;;;;;;;;;;;;;;;;;;;
606;Bonbons;Bonbongs;1;454;1.27;7;8;7;2;2;CVC;addition;NO;NO;NO;-;g;N;N;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
607;das;dass;1;2.940.000.000;543.000.000;3;4;4;1;1;CVC;addition;YES;NO;YES;-;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
608;kannst;kanst;1;90.000.000;408;6;5;3;1;1;CVC;omission;NO;NO;NO;n;-;Y;N;N;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
609;drau_en;drauzen;1;25.200.000;1.76;7;7;5;2;2;CVC;substitution;NO;NO;NO;_;z;N;N;N;N;N;N;__word;;;;;;;;;;;;;;;;;;;;;
610;au_erdem;ausserden;3;90.800.000;73.5;8;9;-;-;-;-;multierror;NO;NO;YES;"_;m";"s;s;n";"N;Y";"N;N;Y";"N;N";"N;N;N";"N;Y";"N;N;Y";__word;;;;;;;;;;;;;;;;;;;;;
611;au_erdem;au_serdem;1;90.800.000;3.35;8;9;4;2;2;CVC;addition;NO;NO;NO;-;s;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
612;au_erdem;auserdem;1;90.800.000;447;8;8;3;2;2;CVC;substitution;NO;NO;NO;_;s;N;N;N;N;N;N;__word;;;;;;;;;;;;;;;;;;;;;
613;au_erdem;au_erden;1;90.800.000;55.6;8;8;8;3;3;CVC;substitution;NO;NO;NO;m;n;Y;Y;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
614;finden;finde;1;510.000.000;11.000.000;6;5;6;2;2;CVC;omission;YES;NO;NO;n;-;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
615;und das;unddas;1;198.000.000;83;7;6;-;-;-;-;split_in;NO;NO;NO;_;/;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
616;v_llig;f_lig;2;63.300.000;5.03;6;5;-;-;-;-;multierror;NO;YES;NO;"v;l";f;"Y;N";N;"N;N";N;"Y;N";N;-;;;;;;;;;;;;;;;;;;;;;
617;v_llig;f_llig;1;63.300.000;50.5;6;6;1;1;1;CVC;substitution;NO;YES;NO;v;f;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
618;v_llig;v_lig;1;63.300.000;40.5;6;5;3;1;1;CVC;omission;NO;NO;NO;l;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
619;um die;umdie;1;208.000.000;80.3;6;5;-;-;-;-;split_in;NO;NO;NO;_;/;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
620;dann;dan;1;486.000.000;36.600.000;4;3;3;1;1;CVCC;omission;NO;NO;YES;n;-;Y;N;N;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
621;presst;prest;1;443;166;6;5;4;1;1;CCVCCC;omission;NO;NO;NO;s;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
622;fôllst;fôlst;1;196;3.44;6;5;3;1;1;CVCCCC;omission;NO;NO;NO;l;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
623;soviel;sofiel;1;14.800.000;4.18;6;6;3;2;2;CVVC;omission;NO;NO;NO;v;f;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
624;Flôssigkeit;Flôssikkeit;1;11.300.000;2.19;11;11;7;2;2;CVC;substitution;NO;NO;NO;g;k;N;N;Y;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
625;verdônnten;verdônten;1;377;1.9;10;9;6;2;2;CVCC;omission;NO;NO;YES;n;-;Y;N;N;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
626;schôtte;schôte;1;620;33.2;7;6;5;1;1;CCCVC;omission;NO;NO;NO;t;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
627;nimm;nem;2;13.100.000;37.100.000;4;3;-;-;-;-;multierror;NO;NO;NO;"i;m";e;"N;Y";N;"N;N";N;"N;Y";N;-;;;;;;;;;;;;;;;;;;;;;
628;nimm;nim;1;13.100.000;491;4;3;3;1;1;CVCC;omission;NO;NO;NO;m;-;Y;N;N;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
629;nimm;nemm;1;13.100.000;56;4;4;2;1;1;CVCC;substitution;NO;NO;NO;i;e;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
630;stecke;steke;1;810;13.8;6;5;4;2;2;CCVC;omission;NO;NO;NO;c;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
631;haaren;haren;1;13.500.000;363;6;5;2;1;1;CVV;omission;YES;NO;NO;a;-;N;N;N;N;Y;N;lengthening;;;;;;;;;;;;;;;;;;;;;
632;breiter;Breiter;1;8.630.000;8.630.000;7;7;1;1;1;CCVV;no_capital_letter;NO;YES;NO;b;B;Y;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
633;Mund;mund;1;48.700.000;48.700.000;4;4;1;1;1;CVCC;capital_letter;NO;YES;NO;M;m;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
634;Kleid;kleit;2;14.700.000;174;5;5;-;-;-;-;multierror;NO;YES;YES;"K;d";"k;t";"N;Y";"N;N";"N;Y";"N;N";"N;Y";"N;N";-;;;;;;;;;;;;;;;;;;;;;
635;Kleid;kleid;1;14.700.000;14.700.000;5;5;1;1;1;CVCCV;capital_letter;NO;YES;NO;K;k;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
636;Kleid;Kleit;1;14.700.000;174;5;5;5;1;1;CVCCV;substitution;NO;NO;YES;d;t;Y;N;Y;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
637;schwarzen;Schwarzen;1;38.200.000;38.200.000;9;9;1;1;1;CCCCVC;no_capital_letter;NO;YES;NO;s;S;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
638;gelb;Gelb;1;63.500.000;63.500.000;4;4;1;1;1;CVCC;no_capital_letter;NO;YES;NO;g;G;N;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
639;Strumpf;strumpf;1;439;439;7;7;1;1;1;CCCVCCC;capital_letter;NO;YES;NO;S;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
640;reitet;Reitet;1;564;564;6;6;1;1;1;CVVC;no_capital_letter;NO;YES;NO;r;R;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
641;Abenteuer;abenteuer;1;33.800.000;33.800.000;9;9;1;1;1;VCVC;capital_letter;NO;YES;NO;A;a;N;N;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
642;Entdeckungsreisen;entdeckungsreisen;1;259;259;17;17;1;1;1;VCC;capital_letter;NO;YES;NO;E;e;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
643;Affen;Afen;1;6.230.000;169;5;4;2;1;1;VC;omission;NO;NO;NO;f;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
644;hat;hatt;1;1.340.000.000;689;3;4;3;1;1;CVC;addition;NO;NO;YES;-;t;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
645;gesch_tzt;geschetzt;1;9.210.000;14.1;9;9;6;2;2;CCCVCCC;substitution;NO;NO;NO;_;e;N;N;N;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
646;offene;ofene;1;29.900.000;25.4;6;5;2;-;-;-;omission;NO;NO;NO;f;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
647;Nase;nase;1;32.300.000;32.300.000;4;4;1;1;1;CVCV;capital_letter;NO;YES;NO;N;n;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
648;schmôckt;schmôkt;1;463;2.97;8;7;6;2;2;CCVC;omission;NO;NO;NO;c;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
649;T-Shirt;T-sirt;2;22.900.000;11.9;7;6;-;-;-;-;multierror;NO;YES;NO;"S;h";s;"N;N";N;"N;Y";N;"N;Y";N;-;;;;;;;;;;;;;;;;;;;;;
650;T-Shirt;T-shirt;1;22.900.000;22.900.000;7;7;-;-;-;-;capital_letter;NO;YES;NO;S;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
651;T-Shirt;T-Sirt;1;22.900.000;11.9;7;6;-;-;-;-;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
652;sie;sii;1;1.760.000.000;440000;3;3;3;1;1;CVV;substitution;NO;NO;YES;e;i;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
653;Leggings;legins;3;618;73;8;6;-;-;-;-;multierror;NO;YES;NO;"L;g;g";l;"N;N;N";N;"N;Y;Y";N;"N;Y;Y";N;-;;;;;;;;;;;;;;;;;;;;;
654;Leggings;leggings;1;618;618;8;8;1;1;1;CVC;capital_letter;NO;YES;NO;L;l;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
655;Leggings;Legings;1;618;36.1;8;7;3;1;1;CVC;omission;NO;NO;NO;g;-;N;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
656;Leggings;Leggins;1;618;433;8;7;7;2;2;CVCCC;omission;NO;NO;NO;g;-;N;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
657;zielte;zihlte;1;466;1.71;6;6;3;1;1;CVV;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
658;Zeit;zeit;1;356.000.000;356.000.000;4;4;1;1;1;CVVC;capital_letter;NO;YES;NO;Z;z;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
659;dagestanden;dah gestanden;2;74.2;1;11;13;-;-;-;-;multierror;NO;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
660;dagestanden;da gestanden;1;74.2;50.8;11;12;-;-;-;-;split_in;NO;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
661;dagestanden;dahgestanden;1;74.2;7;11;12;3;1;1;CV;addition;NO;NO;NO;-;h;N;N;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
662;Bewegung;bewegung;1;38.900.000;38.900.000;8;8;1;1;1;CV;capital_letter;NO;YES;NO;B;b;N;Y;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
663;Revolver;Rewolwer;2;452;3.27;8;8;-;-;-;-;multierror;NO;NO;NO;"v;v";"w;w";"Y;Y";"Y;Y";"N;N";"N;N";"Y;Y";"Y;Y";-;;;;;;;;;;;;;;;;;;;;;
664;Revolver;Rewolver;1;452;4.31;8;8;3;2;2;CVC;substitution;NO;NO;NO;v;w;Y;Y;N;N;Y;Y;-;;;;;;;;;;;;;;;;;;;;;
665;Revolver;Revolwer;1;452;382;8;8;6;3;3;CVC;substitution;NO;NO;NO;v;w;Y;Y;N;N;Y;Y;-;;;;;;;;;;;;;;;;;;;;;
666;anschlie_end;anschli_end;1;43.300.000;12.4;12;11;8;2;2;CCCCVVC;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
667;hob;Hob;1;20.900.000;20.900.000;3;3;1;1;1;CVC;no_capital_letter;NO;YES;NO;h;H;N;Y;Y;Y;Y;N;-;;;;;;;;;;;;;;;;;;;;;
668;rief;rif;1;13.300.000;429;4;3;3;1;1;CVVC;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
669;altes;Altes;1;32.200.000;32.200.000;5;5;1;1;1;VCCVC;no_capital_letter;NO;YES;NO;a;A;N;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
670;Haus;Hau_;1;247.000.000;471;4;4;4;1;1;CVVC;substitution;NO;NO;YES;s;_;N;N;N;N;N;N;__word;;;;;;;;;;;;;;;;;;;;;
671;wusste;wuste;1;17.300.000;241;6;5;3;1;1;CVC;omission;NO;NO;NO;s;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
672;vielleicht;vieleicht;1;12.000.000;555;10;9;4;1;1;CVVC;omission;NO;NO;NO;l;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
673;Wettrennen;wettrennen;1;442;442;10;10;1;1;1;CVCC;capital_letter;NO;NO;NO;L;l;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
674;machen;mach;2;290.000.000;45.300.000;6;4;-;-;-;-;multierror;YES;NO;YES;"e;n";-;"N;Y";N;"N;N";N;"N;Y";N;-;;;;;;;;;;;;;;;;;;;;;
675;machen;mache;1;290.000.000;50.100.000;6;5;6;2;2;VC;omission;NO;NO;YES;n;-;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
676;machen;machn;1;290.000.000;331;6;5;5;2;2;VC;omission;NO;NO;NO;e;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
677;Nachmittag;nachmittag;1;18.900.000;18.900.000;10;10;1;1;1;CVCC;capital_letter;NO;YES;NO;N;n;N;Y;N;N;N;Y;sound_distinction;;;;;;;;;;;;;;;;;;;;;
678;Gewinner;gewinner;1;14.500.000;14.500.000;8;8;1;1;1;CV;capital_letter;NO;YES;NO;G;g;N;N;N;Y;N;Y;sound_distinction;;;;;;;;;;;;;;;;;;;;;
679;Gewinnern;gerwern;5;14.500.000;2.22;9;7;-;-;-;-;multierror;NO;YES;NO;"G;i;n;n";"g;r";"N;N;Y;Y";"N;N";"N;N;N;N";"Y;N";"N;N;Y;Y";"Y;N";-;;;;;;;;;;;;;;;;;;;;;
680;Gewinnern;gewinnern;1;14.500.000;14.500.000;9;9;1;1;1;CV;capital_letter;NO;YES;NO;G;g;N;N;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
681;Gewinnern;Gerwinnern;1;14.500.000;81;9;10;3;1;1;CV;addition;NO;NO;NO;-;r;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
682;Gewinnern;Gewennern;1;14.500.000;3;9;9;4;2;2;CVC;substitution;NO;NO;NO;i;e;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
683;Gewinnern;Gewiennern;1;14.500.000;2;9;10;5;2;2;CVC;addition;NO;NO;NO;-;e;N;N;N;N;N;N;false_lengthening;;;;;;;;;;;;;;;;;;;;;
684;Gewinnern;Gewinern;1;14.500.000;771;9;8;5;2;2;CVC;omission;NO;NO;NO;n;-;Y;N;N;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
685;Gewinnern;Gewnnern;1;14.500.000;771;9;8;4;2;2;CVC;omission;NO;NO;NO;i;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
686;Essensvorrat;essensvorrat;1;3.94;3.94;12;12;1;1;1;VC;capital_letter;NO;YES;NO;E;e;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
687;den;denn;1;3.000.000.000;264.000.000;3;4;3;1;1;CVC;addition;YES;NO;YES;-;n;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
688;aussah;aus sah;1;553;75.1;6;7;-;-;-;-;split_in;YES;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
689;umdrehen;um drehen;1;505;18.1;8;9;-;-;-;-;split_in;YES;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
690;Strecke;strecke;1;23.700.000;23.700.000;7;7;1;1;1;CCCV;capital_letter;YES;YES;NO;S;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
691;Start;start;1;404.000.000;404.000.000;5;5;1;1;1;CCVCC;capital_letter;YES;YES;NO;S;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
692;starten;staten;1;68.200.000;404.000.000;7;6;4;1;1;CCVC;omission;NO;NO;NO;r;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
693;Baum;baum;1;48.700.000;48.700.000;4;4;1;1;1;CVVC;capital_letter;NO;YES;NO;B;b;N;Y;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
